date,year,course,type,etape,equipe,selected,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,unknown_km,path_km,singletrack_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2022-04-13,2022,tour-du-loir-et-cher,stage,1.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,28.0,25.0,0.0,0.0,1.0,149.5,145.0,4.6,0.0,0.0,0.0,149.0,0.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,657.0,122.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.23,0.16,54.0,0.04,171.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,Sprint of large group,1.0,1.0,🟢  Plat/Sprint,0
2022-04-14,2022,tour-du-loir-et-cher,stage,2.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,28.0,25.0,0.0,0.0,2.0,199.79,186.0,14.2,0.0,0.0,0.0,181.0,4.92,12.9,1.36,0.0,0.0,0.0,0.0,0.0,1205.0,1197.0,155.0,60.0,1.0,0.0,0.0,0.0,0.0,0.436,0.0,0.0,0.0,0.0,-0.2,-0.03,-0.02,84.0,-0.02,195.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,Sprint of small group,0.8,1.0,🟢  Plat/Sprint,0
2022-04-15,2022,tour-du-loir-et-cher,stage,3.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,28.0,25.0,0.0,0.0,3.0,213.99,194.0,17.5,0.114,2.39,0.0,204.0,6.33,0.333,0.432,0.285,0.0,0.285,2.39,0.0,1637.0,1656.0,250.0,55.0,2.0,0.0,0.0,0.0,0.0,0.7442,0.0,0.0,0.0,0.0,-0.1,-1.1,0.0,59.0,-0.02,391.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,-,0.8,1.0,🟢  Plat/Sprint,0
2022-04-16,2022,tour-du-loir-et-cher,stage,4.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,28.0,25.0,0.0,0.0,4.0,209.2,198.0,11.0,0.336,0.0,0.0,190.0,2.83,15.4,1.28,0.0,0.0,0.0,0.0,0.0,883.0,882.0,149.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.27,-0.38,62.0,-0.04,212.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,Sprint of large group,0.6,1.0,🟢  Plat/Sprint,0
2022-04-17,2022,tour-du-loir-et-cher,stage,5.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,3.0,28.0,25.0,0.0,0.0,5.0,96.61,95.4,0.0,2.2,0.0,0.0,42.5,15.3,15.3,19.5,0.0,0.0,0.3,5.25,0.0,661.0,663.0,107.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.2,0.7,85.0,-0.07,321.0,1,0,0.0,7.0,0.87,0.008,0.338,0.0,0.169,0.0,0.0,15.0,21.0,Sprint of large group,0.6,1.0,🟢  Plat/Sprint,0
2022-05-25,2022,rhone-alpes-isere-tour,stage,1.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,7.0,0.0,0.0,0.0,1.0,118.72,114.0,4.99,0.0,0.0,0.0,111.0,0.376,5.37,1.6,0.0,0.0,0.0,0.0,0.0,1211.0,1204.0,417.0,199.0,1.0,2.0,0.0,0.0,0.0,0.6987,0.6987,0.0,0.0,0.0,0.1,0.03,0.02,18.0,0.07,614.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,-,0.6,1.0,🟢  Plat/Sprint,0
2022-05-26,2022,rhone-alpes-isere-tour,stage,2.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,7.0,0.0,0.0,0.0,2.0,161.34,147.0,14.6,0.0,0.0,0.0,150.0,0.575,3.6,7.15,0.0,0.0,0.0,0.0,0.0,2113.0,2267.0,615.0,219.0,4.0,4.0,0.0,0.0,0.0,0.8873,0.8873,0.0,0.0,0.0,1.1,-1.47,-1.12,77.0,0.27,767.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,-,1.4,2.0,⛰️  Moy. montagne,0
2022-05-27,2022,rhone-alpes-isere-tour,stage,3.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,7.0,0.0,0.0,0.0,3.0,146.05,116.0,30.4,0.0,0.0,0.0,141.0,3.92,0.807,0.0,0.0,0.0,0.0,0.0,0.0,1724.0,1774.0,436.0,177.0,5.0,3.0,0.0,0.0,0.0,0.7851,0.7851,0.0,0.0,0.0,0.4,0.37,0.06,51.0,0.2,646.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,-,1.4,2.0,⛰️  Moy. montagne,0
2022-05-28,2022,rhone-alpes-isere-tour,stage,4.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,7.0,7.0,0.0,0.0,0.0,4.0,169.56,166.0,3.55,0.0,0.156,0.0,165.0,0.0,0.677,3.08,0.0,0.0,0.113,0.113,0.109,2622.0,2626.0,1008.0,180.0,5.0,0.0,2.0,0.0,1.0,0.9305,0.7938,0.7938,0.5663,0.5663,-0.2,-1.13,-1.18,20.0,0.21,417.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,-,0.0,2.0,⛰️  Moy. montagne,0
2022-05-29,2022,rhone-alpes-isere-tour,stage,5.0,AG2R Citroën U23 Team,0,2.2,,,0.0,,,,,,,0.0,7.0,0.0,0.0,0.0,5.0,133.42,119.0,14.7,0.0,0.0,0.0,128.0,2.69,1.56,0.707,0.193,0.303,0.0,0.0,0.0,4218.0,4178.0,1146.0,234.0,1.0,2.0,3.0,1.0,1.0,0.9311,0.9311,0.9311,0.8049,0.8049,0.1,-4.23,-4.46,19.0,0.43,1657.0,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,? km solo,1.4,2.0,⛰️  Moy. montagne,0
